# Wavelength Obs Model
5.89097364e+02 -2.32265123e+01 -1.15664795e+01
5.89100659e+02 -2.01297175e+02 -1.13694490e+01
5.89103954e+02 -1.24802082e+02 -1.11686012e+01
5.89107249e+02 1.87855956e+02 -1.09676419e+01
5.89110544e+02 -1.59484284e+00 -1.07695612e+01
5.89113839e+02 1.62884284e+02 -1.05763483e+01
5.89117135e+02 1.32739758e+02 -1.03889215e+01
5.89120430e+02 2.88418506e+02 -1.02072173e+01
5.89123725e+02 -4.41748184e+01 -1.00303698e+01
5.89127020e+02 -2.16402534e+02 -9.85692663e+00
5.89130315e+02 -2.85883730e+01 -9.68506966e+00
5.89133610e+02 6.99058708e+01 -9.51282307e+00
5.89136905e+02 -3.04713136e+02 -9.33823628e+00
5.89140200e+02 2.96144721e+01 -9.15952997e+00
5.89143496e+02 2.01400664e+02 -8.97519306e+00
5.89146791e+02 -5.58659670e+00 -8.78402508e+00
5.89150086e+02 7.07067128e+01 -8.58512855e+00
5.89153381e+02 -1.22543779e+02 -8.37786548e+00
5.89156676e+02 -2.98189464e+02 -8.16179645e+00
5.89159971e+02 2.21892689e+02 -7.93661800e+00
5.89163266e+02 1.06973806e+01 -7.70210731e+00
5.89166561e+02 -1.32697873e+02 -7.45807588e+00
5.89169856e+02 -2.33783883e+00 -7.20433007e+00
5.89173152e+02 4.64292048e+02 -6.94063559e+00
5.89176447e+02 1.55702551e+02 -6.66668368e+00
5.89179742e+02 -3.92349702e+01 -6.38205798e+00
5.89183037e+02 2.66207815e+01 -6.08620337e+00
5.89186332e+02 8.58507124e+01 -5.77840689e+00
5.89189627e+02 -1.44490065e+01 -5.45781715e+00
5.89192922e+02 -3.41484574e+01 -5.12355149e+00
5.89196217e+02 9.00130764e+01 -4.77495604e+00
5.89199513e+02 1.27087267e+02 -4.41207442e+00
5.89202808e+02 -1.74081330e+00 -4.03633161e+00
5.89206103e+02 3.26517611e+01 -3.65134936e+00
5.89209398e+02 1.83978051e+02 -3.26370167e+00
5.89212693e+02 -3.35282078e+01 -2.88333914e+00
5.89215988e+02 -7.83836746e+01 -2.52340593e+00
5.89219283e+02 -9.88814731e+01 -2.19927398e+00
5.89222578e+02 6.97150162e+01 -1.92681497e+00
5.89225873e+02 1.02097392e+01 -1.72016601e+00
5.89229169e+02 1.33100643e+02 -1.58944023e+00
5.89232464e+02 6.68949763e+01 -1.53890992e+00
5.89235759e+02 -1.60196332e+02 -1.56611052e+00
5.89239054e+02 -2.36600498e+00 -1.66209453e+00
5.89242349e+02 8.97607119e+01 -1.81277488e+00
5.89245644e+02 1.77584850e+02 -2.00102959e+00
5.89248939e+02 2.38704689e+01 -2.20907937e+00
5.89252234e+02 8.05828789e+00 -2.42063685e+00
5.89255530e+02 3.91274807e+00 -2.62245225e+00
5.89258825e+02 -1.53442852e+02 -2.80508573e+00
5.89262120e+02 -2.22424427e+02 -2.96294670e+00
5.89265415e+02 -9.00846166e+01 -3.09378949e+00
5.89268710e+02 9.73511113e+01 -3.19791233e+00
5.89272005e+02 -8.03286300e+01 -3.27728344e+00
5.89275300e+02 -1.23226288e+02 -3.33474798e+00
5.89278595e+02 -3.86010138e+02 -3.37339402e+00
5.89281890e+02 7.50851991e+01 -3.39610097e+00
5.89285186e+02 -2.67819295e+01 -3.40526493e+00
