# Wavelength Obs Model
5.89097364e+02 2.66018708e+04 2.80990782e+04
5.89100659e+02 2.66274039e+04 2.79215265e+04
5.89103954e+02 2.61642294e+04 2.76882254e+04
5.89107249e+02 2.60622750e+04 2.73956466e+04
5.89110544e+02 2.58288874e+04 2.70313774e+04
5.89113839e+02 2.56050865e+04 2.65866048e+04
5.89117135e+02 2.55783036e+04 2.60756478e+04
5.89120430e+02 2.46609010e+04 2.55488972e+04
5.89123725e+02 2.33897065e+04 2.50858787e+04
5.89127020e+02 2.33047381e+04 2.47669529e+04
5.89130315e+02 2.31592824e+04 2.46379225e+04
5.89133610e+02 2.39600883e+04 2.46885498e+04
5.89136905e+02 2.49509491e+04 2.48577117e+04
5.89140200e+02 2.50054101e+04 2.50608530e+04
5.89143496e+02 2.56360986e+04 2.52218742e+04
5.89146791e+02 2.46846979e+04 2.52911200e+04
5.89150086e+02 2.41715618e+04 2.52437403e+04
5.89153381e+02 2.44016333e+04 2.50680416e+04
5.89156676e+02 2.42248725e+04 2.47591133e+04
5.89159971e+02 2.40810584e+04 2.43250701e+04
5.89163266e+02 2.35501224e+04 2.37989510e+04
5.89166561e+02 2.26404966e+04 2.32411494e+04
5.89169856e+02 2.14553936e+04 2.27231178e+04
5.89173152e+02 2.09111649e+04 2.22987549e+04
5.89176447e+02 2.11996735e+04 2.19814056e+04
5.89179742e+02 2.16712889e+04 2.17412587e+04
5.89183037e+02 2.13915573e+04 2.15231947e+04
5.89186332e+02 2.06612745e+04 2.12716934e+04
5.89189627e+02 2.05560677e+04 2.09476749e+04
5.89192922e+02 2.02398774e+04 2.05314406e+04
5.89196217e+02 1.99139794e+04 2.00163859e+04
5.89199513e+02 1.90545169e+04 1.94013770e+04
5.89202808e+02 1.79292713e+04 1.86858901e+04
5.89206103e+02 1.77393596e+04 1.78672747e+04
5.89209398e+02 1.64658897e+04 1.69382878e+04
5.89212693e+02 1.59091689e+04 1.58851906e+04
5.89215988e+02 1.41270535e+04 1.46893433e+04
5.89219283e+02 1.34692741e+04 1.33356297e+04
5.89222578e+02 1.21905372e+04 1.18280375e+04
5.89225873e+02 1.05660052e+04 1.02074934e+04
5.89229169e+02 8.26134152e+03 8.56307445e+03
5.89232464e+02 5.71476889e+03 7.02859318e+03
5.89235759e+02 4.67349245e+03 5.76257541e+03
5.89239054e+02 3.88168769e+03 4.91685204e+03
5.89242349e+02 5.04573786e+03 4.60300910e+03
5.89245644e+02 8.01584553e+03 4.86603424e+03
5.89248939e+02 1.14377265e+04 5.67251770e+03
5.89252234e+02 1.24535971e+04 6.91747547e+03
5.89255530e+02 1.15618699e+04 8.44865607e+03
5.89258825e+02 1.17330220e+04 1.01010731e+04
5.89262120e+02 1.18854514e+04 1.17307420e+04
5.89265415e+02 1.35050457e+04 1.32376534e+04
5.89268710e+02 1.48572061e+04 1.45731349e+04
5.89272005e+02 1.54010994e+04 1.57328923e+04
5.89275300e+02 1.62367519e+04 1.67412836e+04
5.89278595e+02 1.73896408e+04 1.76335487e+04
5.89281890e+02 1.81031141e+04 1.84414746e+04
5.89285186e+02 1.84919771e+04 1.91855695e+04
5.89288481e+02 1.96335158e+04 1.98739244e+04
5.89291776e+02 2.00996545e+04 2.05052183e+04
5.89295071e+02 2.04457855e+04 2.10723136e+04
5.89298366e+02 2.10627252e+04 2.15645399e+04
5.89301661e+02 2.13034183e+04 2.19693454e+04
5.89304956e+02 2.20367295e+04 2.22746388e+04
5.89308251e+02 2.26915006e+04 2.24717392e+04
5.89311547e+02 2.22618229e+04 2.25584139e+04
5.89314842e+02 2.23142225e+04 2.25433220e+04
5.89318137e+02 2.25007311e+04 2.24536550e+04
5.89321432e+02 2.25902287e+04 2.23429244e+04
5.89324727e+02 2.18873220e+04 2.22892559e+04
5.89328022e+02 2.07477314e+04 2.23758009e+04
5.89331317e+02 2.10371292e+04 2.26572701e+04
5.89334612e+02 2.30710717e+04 2.31302039e+04
5.89337907e+02 2.42194958e+04 2.37261711e+04
5.89341203e+02 2.51061284e+04 2.43341979e+04
5.89344498e+02 2.55046748e+04 2.48412903e+04
5.89347793e+02 2.56091155e+04 2.51709484e+04
5.89351088e+02 2.56661896e+04 2.53042438e+04
5.89354383e+02 2.49808644e+04 2.52796852e+04
5.89357678e+02 2.41796972e+04 2.51764023e+04
5.89360973e+02 2.37997171e+04 2.50872807e+04
5.89364268e+02 2.34472704e+04 2.50891293e+04
5.89367564e+02 2.34496601e+04 2.52186557e+04
5.89370859e+02 2.43447907e+04 2.54630002e+04
5.89374154e+02 2.53509898e+04 2.57682233e+04
5.89377449e+02 2.59104829e+04 2.60605112e+04
5.89380744e+02 2.63202323e+04 2.62695863e+04
5.89384039e+02 2.61271825e+04 2.63459882e+04
5.89387334e+02 2.58326330e+04 2.62707075e+04
5.89390629e+02 2.64795298e+04 2.60600450e+04
5.89393924e+02 2.55168016e+04 2.57664841e+04
5.89397220e+02 2.47158680e+04 2.54712908e+04
5.89400515e+02 2.44140183e+04 2.52642716e+04
5.89403810e+02 2.37676831e+04 2.52139221e+04
5.89407105e+02 2.47592300e+04 2.53410638e+04
5.89410400e+02 2.56312535e+04 2.56111347e+04
5.89413695e+02 2.62336339e+04 2.59509718e+04
5.89416990e+02 2.62567414e+04 2.62813799e+04
5.89420285e+02 2.60594156e+04 2.65477619e+04
5.89423581e+02 2.59320481e+04 2.67340510e+04
5.89426876e+02 2.61554127e+04 2.68568441e+04
5.89430171e+02 2.62206954e+04 2.69474602e+04
5.89433466e+02 2.65737282e+04 2.70331089e+04
5.89436761e+02 2.60371639e+04 2.71251080e+04
5.89440056e+02 2.64166875e+04 2.72165683e+04
5.89443351e+02 2.60856358e+04 2.72875281e+04
5.89446646e+02 2.68644923e+04 2.73135478e+04
5.89449941e+02 2.70484512e+04 2.72744471e+04
5.89453237e+02 2.69144259e+04 2.71619561e+04
5.89456532e+02 2.67498017e+04 2.69859714e+04
5.89459827e+02 2.65444960e+04 2.67774020e+04
5.89463122e+02 2.58140138e+04 2.65835530e+04
5.89466417e+02 2.55237563e+04 2.64538992e+04
5.89469712e+02 2.54459308e+04 2.64206407e+04
5.89473007e+02 2.57841678e+04 2.64843937e+04
5.89476302e+02 2.63865110e+04 2.66143045e+04
5.89479598e+02 2.67240754e+04 2.67630506e+04
5.89482893e+02 2.66430407e+04 2.68869883e+04
5.89486188e+02 2.72075744e+04 2.69583367e+04
5.89489483e+02 2.61363385e+04 2.69626480e+04
5.89492778e+02 2.62403002e+04 2.68859491e+04
5.89496073e+02 2.67517669e+04 2.67035358e+04
5.89499368e+02 2.69553176e+04 2.63813207e+04
5.89502663e+02 2.65050336e+04 2.58913603e+04
5.89505959e+02 2.56910410e+04 2.52312847e+04
5.89509254e+02 2.48785462e+04 2.44319112e+04
5.89512549e+02 2.31157856e+04 2.35454172e+04
5.89515844e+02 2.18697168e+04 2.26239781e+04
5.89519139e+02 2.12914547e+04 2.17100528e+04
5.89522434e+02 2.09035593e+04 2.08514290e+04
5.89525729e+02 1.91964308e+04 2.01301222e+04
5.89529024e+02 1.81889950e+04 1.96740522e+04
5.89532319e+02 1.63433148e+04 1.96259766e+04
5.89535615e+02 1.61128455e+04 2.00773152e+04
5.89538910e+02 1.82010958e+04 2.10078841e+04
5.89542205e+02 2.08446374e+04 2.22741589e+04
