# Wavelength Obs Model
5.89097364e+02 2.47328641e+03 9.14600196e+03
5.89100659e+02 4.55830172e+03 6.06242333e+03
5.89103954e+02 7.41890546e+03 4.21128365e+03
5.89107249e+02 8.45080986e+03 3.86190706e+03
5.89110544e+02 8.15070819e+03 4.51973989e+03
5.89113839e+02 6.75629534e+03 5.47506717e+03
5.89117135e+02 6.27944062e+03 6.21991137e+03
5.89120430e+02 6.22586022e+03 6.60122649e+03
5.89123725e+02 5.83388549e+03 6.81076467e+03
5.89127020e+02 6.77716682e+03 7.18390688e+03
5.89130315e+02 8.86687201e+03 7.91167404e+03
5.89133610e+02 9.52324838e+03 8.89602246e+03
5.89136905e+02 1.00512698e+04 9.85246057e+03
5.89140200e+02 1.05756069e+04 1.05603617e+04
5.89143496e+02 1.06339999e+04 1.10044593e+04
5.89146791e+02 1.08714337e+04 1.13171914e+04
5.89150086e+02 1.11325800e+04 1.16495946e+04
5.89153381e+02 1.15093783e+04 1.20516359e+04
5.89156676e+02 1.17857629e+04 1.23955179e+04
5.89159971e+02 1.16426914e+04 1.24331468e+04
5.89163266e+02 1.09170747e+04 1.20371341e+04
5.89166561e+02 1.01437223e+04 1.14258815e+04
5.89169856e+02 1.04361582e+04 1.10543533e+04
5.89173152e+02 1.12915053e+04 1.12341887e+04
5.89176447e+02 1.21125281e+04 1.18875343e+04
5.89179742e+02 1.27675100e+04 1.26589484e+04
5.89183037e+02 1.27400613e+04 1.32665695e+04
5.89186332e+02 1.27737554e+04 1.36921097e+04
5.89189627e+02 1.37018098e+04 1.40397023e+04
5.89192922e+02 1.40238502e+04 1.43675894e+04
5.89196217e+02 1.39198604e+04 1.46776237e+04
5.89199513e+02 1.43598389e+04 1.49489975e+04
5.89202808e+02 1.45274769e+04 1.51401340e+04
5.89206103e+02 1.42018070e+04 1.51964556e+04
5.89209398e+02 1.39425180e+04 1.50819601e+04
5.89212693e+02 1.40909508e+04 1.48172669e+04
5.89215988e+02 1.36767202e+04 1.45019559e+04
5.89219283e+02 1.32889590e+04 1.42840022e+04
5.89222578e+02 1.33676623e+04 1.42684444e+04
5.89225873e+02 1.38402085e+04 1.44441712e+04
5.89229169e+02 1.46415072e+04 1.47130564e+04
5.89232464e+02 1.50505759e+04 1.49853266e+04
5.89235759e+02 1.48527588e+04 1.52328480e+04
5.89239054e+02 1.49242276e+04 1.54603540e+04
5.89242349e+02 1.52179597e+04 1.56551795e+04
5.89245644e+02 1.53179607e+04 1.57884911e+04
5.89248939e+02 1.57801579e+04 1.58567119e+04
5.89252234e+02 1.55056638e+04 1.58929746e+04
5.89255530e+02 1.53484344e+04 1.59300423e+04
5.89258825e+02 1.54642468e+04 1.59644044e+04
5.89262120e+02 1.56252787e+04 1.59576544e+04
5.89265415e+02 1.51298098e+04 1.58625527e+04
5.89268710e+02 1.51432666e+04 1.56533705e+04
5.89272005e+02 1.46808190e+04 1.53598099e+04
5.89275300e+02 1.47077115e+04 1.50847397e+04
5.89278595e+02 1.41130428e+04 1.49541543e+04
5.89281890e+02 1.43358409e+04 1.50162371e+04
5.89285186e+02 1.54761487e+04 1.52051553e+04
5.89288481e+02 1.51684163e+04 1.54171171e+04
5.89291776e+02 1.53426280e+04 1.55909696e+04
5.89295071e+02 1.55985476e+04 1.56994076e+04
5.89298366e+02 1.55479599e+04 1.57002416e+04
5.89301661e+02 1.50189465e+04 1.55311465e+04
5.89304956e+02 1.42561327e+04 1.51644741e+04
5.89308251e+02 1.37879229e+04 1.46728137e+04
5.89311547e+02 1.34970169e+04 1.41958099e+04
5.89314842e+02 1.31312225e+04 1.37707177e+04
5.89318137e+02 1.28054858e+04 1.32347858e+04
5.89321432e+02 1.14545825e+04 1.24493328e+04
5.89324727e+02 1.05133954e+04 1.16379797e+04
5.89328022e+02 1.04678601e+04 1.12954687e+04
5.89331317e+02 1.20126573e+04 1.17241601e+04
5.89334612e+02 1.37390745e+04 1.27596500e+04
5.89337907e+02 1.47435023e+04 1.39102118e+04
5.89341203e+02 1.54659253e+04 1.47631865e+04
5.89344498e+02 1.58920418e+04 1.52381606e+04
5.89347793e+02 1.52381675e+04 1.54721490e+04
5.89351088e+02 1.57405390e+04 1.56019061e+04
5.89354383e+02 1.62196155e+04 1.56695910e+04
5.89357678e+02 1.60761563e+04 1.56358755e+04
5.89360973e+02 1.55738725e+04 1.54360425e+04
5.89364268e+02 1.48506647e+04 1.50464313e+04
5.89367564e+02 1.42426397e+04 1.45231484e+04
5.89370859e+02 1.35824227e+04 1.39635152e+04
5.89374154e+02 1.29496932e+04 1.33991851e+04
5.89377449e+02 1.16756615e+04 1.27330303e+04
5.89380744e+02 9.14770251e+03 1.18391209e+04
5.89384039e+02 8.79640978e+03 1.07735683e+04
5.89387334e+02 8.69105626e+03 9.85349475e+03
5.89390629e+02 7.89359078e+03 9.43659903e+03
5.89393924e+02 8.76829635e+03 9.58674298e+03
