# Wavelength Obs Model
5.89097364e+02 5.62535413e+03 1.35753431e+04
5.89100659e+02 7.27013814e+03 1.04311753e+04
5.89103954e+02 1.06036897e+04 8.15638396e+03
5.89107249e+02 1.26993310e+04 7.06466612e+03
5.89110544e+02 1.31588097e+04 7.05742220e+03
5.89113839e+02 1.17099220e+04 7.74702444e+03
5.89117135e+02 1.05351448e+04 8.69581023e+03
5.89120430e+02 1.01591163e+04 9.61535127e+03
5.89123725e+02 1.00130630e+04 1.04323608e+04
5.89127020e+02 1.15137204e+04 1.12220808e+04
5.89130315e+02 1.29823219e+04 1.20831974e+04
5.89133610e+02 1.44709129e+04 1.30417405e+04
5.89136905e+02 1.50558780e+04 1.40321901e+04
5.89140200e+02 1.59237989e+04 1.49499363e+04
5.89143496e+02 1.56379222e+04 1.57242852e+04
5.89146791e+02 1.63900798e+04 1.63512864e+04
5.89150086e+02 1.63419503e+04 1.68659846e+04
5.89153381e+02 1.60264565e+04 1.72871673e+04
5.89156676e+02 1.64049518e+04 1.75868254e+04
5.89159971e+02 1.64838188e+04 1.77155435e+04
5.89163266e+02 1.63608898e+04 1.76692723e+04
5.89166561e+02 1.57912230e+04 1.75377321e+04
5.89169856e+02 1.58452369e+04 1.74781371e+04
5.89173152e+02 1.67440510e+04 1.76257605e+04
5.89176447e+02 1.83786214e+04 1.80147948e+04
5.89179742e+02 1.83103799e+04 1.85708970e+04
5.89183037e+02 1.82691243e+04 1.91729734e+04
5.89186332e+02 1.83527080e+04 1.97279481e+04
5.89189627e+02 1.88601671e+04 2.02017981e+04
5.89192922e+02 1.89355259e+04 2.05996492e+04
5.89196217e+02 1.87297303e+04 2.09300150e+04
5.89199513e+02 1.95341798e+04 2.11843164e+04
5.89202808e+02 1.94906896e+04 2.13373162e+04
5.89206103e+02 1.95403025e+04 2.13613976e+04
5.89209398e+02 1.93266598e+04 2.12477512e+04
5.89212693e+02 1.92982370e+04 2.10259100e+04
5.89215988e+02 1.84139554e+04 2.07683331e+04
5.89219283e+02 1.79191824e+04 2.05697498e+04
5.89222578e+02 1.87362225e+04 2.05073657e+04
5.89225873e+02 1.95237043e+04 2.06064719e+04
5.89229169e+02 1.91687089e+04 2.08358560e+04
5.89232464e+02 1.96376085e+04 2.11337003e+04
5.89235759e+02 1.97988480e+04 2.14405324e+04
5.89239054e+02 2.05774094e+04 2.17165758e+04
5.89242349e+02 2.10238860e+04 2.19414138e+04
5.89245644e+02 2.11690366e+04 2.21081559e+04
5.89248939e+02 2.15802074e+04 2.22201573e+04
5.89252234e+02 2.11235296e+04 2.22877583e+04
5.89255530e+02 2.17653968e+04 2.23208127e+04
5.89258825e+02 2.19632612e+04 2.23199144e+04
5.89262120e+02 2.16524975e+04 2.22741008e+04
5.89265415e+02 2.17167961e+04 2.21692740e+04
5.89268710e+02 2.15962881e+04 2.20035167e+04
5.89272005e+02 2.02434434e+04 2.17992763e+04
5.89275300e+02 2.05010613e+04 2.16020548e+04
5.89278595e+02 2.02227308e+04 2.14628149e+04
5.89281890e+02 2.04989881e+04 2.14138098e+04
5.89285186e+02 2.13540208e+04 2.14541337e+04
5.89288481e+02 2.16669677e+04 2.15532051e+04
5.89291776e+02 2.09612656e+04 2.16647931e+04
5.89295071e+02 2.02161022e+04 2.17388096e+04
5.89298366e+02 2.04653554e+04 2.17281327e+04
5.89301661e+02 2.06684894e+04 2.15974656e+04
5.89304956e+02 1.97781703e+04 2.13354835e+04
5.89308251e+02 1.99797833e+04 2.09578702e+04
